epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
75,387.525,0.78248,1.28875,0.58642,1.13593,0.89218,0.75641,0.85251,0.64168,0.85795,0.76603,0.83596,0.6009,0.9429,1.58852,0.78606,1.26094,0.0005348,0.0005348,0.0005348
76,392.595,0.74254,1.29534,0.54387,1.0969,0.84902,0.77504,0.83568,0.62884,0.82687,0.76541,0.81444,0.58395,0.93304,1.59042,0.79844,1.26966,0.000515,0.000515,0.000515
77,397.689,0.73244,1.21125,0.54252,1.08491,0.83729,0.79167,0.83934,0.6326,0.82379,0.77918,0.8159,0.58163,0.93092,1.5759,0.80641,1.28821,0.0004952,0.0004952,0.0004952
78,402.828,0.76217,1.24627,0.53584,1.08338,0.82464,0.74679,0.811,0.60376,0.80057,0.75321,0.79171,0.56324,0.97222,1.63409,0.87435,1.31017,0.0004754,0.0004754,0.0004754
79,407.908,0.76659,1.265,0.58013,1.09583,0.85945,0.7252,0.8145,0.61995,0.85209,0.71474,0.79468,0.5856,0.9416,1.59201,0.84766,1.28523,0.0004556,0.0004556,0.0004556
80,412.983,0.74997,1.26409,0.54827,1.08147,0.87645,0.77885,0.84754,0.64675,0.86675,0.75057,0.82605,0.60885,0.91161,1.51845,0.73127,1.25466,0.0004358,0.0004358,0.0004358
81,418.117,0.71981,1.17769,0.52261,1.06663,0.89311,0.77244,0.85933,0.64674,0.8768,0.75641,0.81719,0.60057,0.92691,1.54744,0.7198,1.24239,0.000416,0.000416,0.000416
82,423.348,0.75736,1.27164,0.5439,1.10486,0.81976,0.81635,0.84272,0.62416,0.8643,0.73492,0.8126,0.58244,0.94298,1.57609,0.77165,1.26859,0.0003962,0.0003962,0.0003962
83,428.583,0.71782,1.19731,0.53938,1.08259,0.8914,0.72115,0.8345,0.63004,0.88744,0.71795,0.82082,0.60149,0.93221,1.58469,0.81586,1.27162,0.0003764,0.0003764,0.0003764
84,434,0.72468,1.20631,0.52705,1.07914,0.82493,0.77021,0.83629,0.63562,0.90066,0.70513,0.82392,0.60812,0.92804,1.56105,0.82389,1.27002,0.0003566,0.0003566,0.0003566
85,439.165,0.71282,1.18814,0.50689,1.06587,0.83379,0.78785,0.84038,0.64866,0.88245,0.72115,0.82568,0.61615,0.91881,1.55064,0.78722,1.24105,0.0003368,0.0003368,0.0003368
86,444.291,0.69556,1.15696,0.50524,1.06509,0.84336,0.80769,0.85377,0.65676,0.83059,0.79487,0.83219,0.62808,0.88532,1.54091,0.73073,1.22311,0.000317,0.000317,0.000317
87,449.463,0.75686,1.29271,0.57117,1.10813,0.84423,0.81646,0.855,0.65559,0.84511,0.81731,0.83866,0.62591,0.88173,1.55885,0.72678,1.22266,0.0002972,0.0002972,0.0002972
88,454.732,0.69397,1.17232,0.49889,1.06934,0.8665,0.76973,0.83528,0.63751,0.85943,0.74467,0.8037,0.59842,0.91839,1.60167,0.78991,1.25024,0.0002774,0.0002774,0.0002774
89,460.053,0.74336,1.22418,0.53966,1.09594,0.83686,0.77272,0.82844,0.63132,0.81954,0.75691,0.79148,0.59153,0.90431,1.61834,0.80513,1.24684,0.0002576,0.0002576,0.0002576
90,465.242,0.69612,1.1437,0.50675,1.06398,0.82884,0.76923,0.82554,0.62927,0.81502,0.75641,0.80731,0.58896,0.90049,1.62326,0.8284,1.25137,0.0002378,0.0002378,0.0002378
91,470.42,0.67681,1.17331,0.52451,1.07857,0.88351,0.75357,0.83395,0.6306,0.85469,0.75407,0.81912,0.60152,0.9096,1.60245,0.7828,1.25844,0.000218,0.000218,0.000218
92,475.408,0.66836,1.15387,0.5399,1.08105,0.8955,0.74157,0.83484,0.63245,0.89564,0.74266,0.82145,0.60474,0.91213,1.6146,0.77645,1.25616,0.0001982,0.0001982,0.0001982
93,480.46,0.64294,1.1444,0.48119,1.04724,0.86003,0.75321,0.83514,0.6312,0.88395,0.73244,0.81871,0.59893,0.91385,1.6101,0.76526,1.2551,0.0001784,0.0001784,0.0001784
94,485.524,0.6429,1.10557,0.49517,1.04754,0.86014,0.75962,0.83101,0.62577,0.84151,0.74879,0.80726,0.58875,0.91141,1.60549,0.7646,1.24899,0.0001586,0.0001586,0.0001586
95,490.603,0.66293,1.13117,0.4865,1.07276,0.88856,0.73397,0.8301,0.62369,0.82272,0.75962,0.80067,0.58819,0.89976,1.60607,0.75062,1.24465,0.0001388,0.0001388,0.0001388
96,495.642,0.67121,1.15494,0.4888,1.08178,0.87053,0.75,0.83782,0.63715,0.80845,0.78846,0.8168,0.59529,0.89981,1.58223,0.73502,1.24618,0.000119,0.000119,0.000119
97,500.588,0.63959,1.09532,0.46647,1.03615,0.85757,0.77885,0.84343,0.63883,0.82977,0.76603,0.81555,0.59637,0.89912,1.56243,0.73314,1.24532,9.92e-05,9.92e-05,9.92e-05
98,505.576,0.60147,1.02962,0.43672,1.02023,0.85129,0.79167,0.83587,0.63257,0.82827,0.77244,0.81088,0.5936,0.91144,1.57714,0.74266,1.25216,7.94e-05,7.94e-05,7.94e-05
99,510.576,0.61406,1.06679,0.44183,1.03466,0.85448,0.78526,0.84614,0.63747,0.83644,0.76923,0.8179,0.59857,0.91256,1.58313,0.73116,1.25304,5.96e-05,5.96e-05,5.96e-05
100,515.669,0.64031,1.06584,0.4481,1.05028,0.85803,0.79421,0.85077,0.64549,0.84123,0.78116,0.82411,0.60352,0.91083,1.57284,0.72609,1.24921,3.98e-05,3.98e-05,3.98e-05
